segment_id,latitude,longitude,zone_no,zone_name,road_class,elevation_m,slope_degrees,distance_to_coast_km,distance_to_major_canal_m,subsidence_rate_mm_yr,soil_infiltration_rate_mm_hr,swd_pipe_diameter_mm,swd_pipe_material,theoretical_drain_capacity_cumecs,solid_waste_generated_tpd,desilting_completed_pct,chronic_blockage_flag,drain_clogging_factor_mu,effective_drain_capacity_cumecs,rainfall_24h_mm,rainfall_peak_intensity_mm_hr,surface_runoff_inflow_cumecs,is_flooded,flood_depth_cm,flood_severity_level,safe_vehicle_passage
CHN_SEG_04973,12.974245,80.20425,12,Alandur,street,7.11,0.65,13.96,1399.5,3.6,12.5,600,RCC_Hume_NP2,0.303,330.0,71.0,0,0.332,0.202,299.0088,49.8,0.242,1,22.8,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_04974,12.981801,80.235031,14,Perungudi,street,3.88,0.32,10.54,1314.6,4.7,4.2,600,RCC_Hume_NP2,0.213,370.0,71.0,0,0.349,0.139,299.0088,49.8,0.242,1,23.7,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_04975,13.123395,80.116102,7,Ambattur,street,15.47,1.1,23.74,574.8,3.6,12.5,600,RCC_Hume_NP2,0.395,390.0,71.0,0,0.357,0.254,299.0088,49.8,0.242,1,17.8,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_04976,12.883205,80.228471,15,Sholinganallur,street,2.42,0.49,11.27,186.7,4.7,4.2,600,RCC_Hume_NP2,0.263,290.0,71.0,0,0.316,0.18,299.0088,49.8,0.242,1,86.3,Severe (45-100 cm),Only Heavy Rescue Trucks
CHN_SEG_04977,12.950995,80.185899,12,Alandur,main,10.67,0.79,16.0,521.5,3.6,12.5,600,RCC_Hume_NP2,0.334,330.0,71.0,0,0.332,0.223,299.0088,49.8,0.242,1,22.6,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_04978,12.931402,80.205715,15,Sholinganallur,street,2.93,0.38,13.8,788.2,4.7,4.2,600,RCC_Hume_NP2,0.232,290.0,71.0,0,0.316,0.159,299.0088,49.8,0.242,1,72.0,Severe (45-100 cm),Only Heavy Rescue Trucks
CHN_SEG_04979,13.140274,80.239162,3,Madhavaram,street,5.7,0.71,10.08,571.9,3.6,12.5,600,RCC_Hume_NP2,0.317,280.0,71.0,0,0.312,0.218,299.0088,49.8,0.242,1,21.0,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_04980,13.043667,80.250435,9,Teynampet,service,8.24,0.72,8.83,1336.3,3.6,7.8,600,RCC_Hume_NP2,0.319,540.0,78.5,0,0.383,0.197,299.0088,49.8,0.242,1,22.4,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_04981,13.057897,80.214107,10,Kodambakkam,street_limited,9.23,0.52,12.86,739.4,3.6,7.8,600,RCC_Hume_NP2,0.271,560.0,78.5,0,0.391,0.165,299.0088,49.8,0.242,1,24.8,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_04982,13.072612,80.181253,8,Annanagar,main,12.43,0.98,16.51,249.7,3.6,12.5,600,RCC_Hume_NP2,0.373,430.0,78.5,0,0.337,0.247,299.0088,49.8,0.242,1,19.4,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_04983,13.026828,80.224125,10,Kodambakkam,street,6.01,0.7,11.75,1201.5,3.6,7.8,600,RCC_Hume_NP2,0.315,560.0,78.5,1,0.591,0.129,299.0088,49.8,0.242,1,29.8,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_04984,12.969982,80.198773,12,Alandur,street,7.63,0.74,14.57,1359.9,3.6,12.5,600,RCC_Hume_NP2,0.324,330.0,71.0,1,0.532,0.152,299.0088,49.8,0.242,1,28.3,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_04985,12.941921,80.16858,12,Alandur,main,8.22,0.61,17.92,100.8,3.6,12.5,600,RCC_Hume_NP2,0.294,330.0,71.0,0,0.332,0.196,299.0088,49.8,0.242,1,16.1,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_04986,12.911445,80.161909,15,Sholinganallur,street_limited,3.26,0.44,18.66,1399.6,4.7,4.2,600,RCC_Hume_NP2,0.25,290.0,71.0,0,0.316,0.171,299.0088,49.8,0.242,1,62.8,Severe (45-100 cm),Only Heavy Rescue Trucks
CHN_SEG_04987,13.080983,80.271287,5,Royapuram,main,2.15,0.53,6.52,788.0,3.6,4.2,600,RCC_Hume_NP2,0.274,480.0,62.0,0,0.44,0.153,299.0088,49.8,0.242,1,98.2,Severe (45-100 cm),Only Heavy Rescue Trucks
CHN_SEG_04988,12.870767,80.244312,15,Sholinganallur,street,3.18,0.41,9.51,656.6,4.7,4.2,600,RCC_Hume_NP2,0.241,290.0,71.0,0,0.316,0.165,299.0088,49.8,0.242,1,65.0,Severe (45-100 cm),Only Heavy Rescue Trucks
CHN_SEG_04989,13.13406,80.252023,3,Madhavaram,main,5.68,0.64,8.66,153.9,3.6,12.5,600,RCC_Hume_NP2,0.301,280.0,71.0,0,0.312,0.207,299.0088,49.8,0.242,1,21.1,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_04990,13.025469,80.215258,10,Kodambakkam,street,6.42,0.67,12.74,1149.9,3.6,7.8,600,RCC_Hume_NP2,0.308,560.0,78.5,0,0.391,0.188,299.0088,49.8,0.242,1,24.8,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_04991,13.047053,80.265343,9,Teynampet,street,7.72,0.67,7.18,1246.8,3.6,7.8,600,RCC_Hume_NP2,0.308,540.0,78.5,0,0.383,0.19,299.0088,49.8,0.242,1,24.6,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_04992,12.917939,80.065741,12,Alandur,street,7.1,0.85,29.33,1337.6,3.6,12.5,600,RCC_Hume_NP2,0.347,330.0,71.0,0,0.332,0.232,299.0088,49.8,0.242,1,22.8,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_04993,13.08383,80.208754,8,Annanagar,street,11.01,0.95,13.46,944.2,3.6,12.5,600,RCC_Hume_NP2,0.367,430.0,78.5,0,0.337,0.243,299.0088,49.8,0.242,1,13.1,Minor (1-15 cm),All Vehicles Safe (Caution)
CHN_SEG_04994,13.012703,80.211538,12,Alandur,street,9.9,0.67,13.15,447.7,3.6,12.5,600,RCC_Hume_NP2,0.308,330.0,71.0,0,0.332,0.206,299.0088,49.8,0.242,1,18.0,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_04995,13.026404,80.169033,11,Valasaravakkam,street,12.15,0.84,17.87,1186.0,3.6,12.5,600,RCC_Hume_NP2,0.345,310.0,71.0,0,0.324,0.233,299.0088,49.8,0.242,1,22.5,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_04996,13.033604,80.163011,11,Valasaravakkam,street,11.83,0.93,18.54,1372.0,3.6,12.5,600,RCC_Hume_NP2,0.363,310.0,71.0,0,0.324,0.245,299.0088,49.8,0.242,1,20.6,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_04997,13.037309,80.21506,10,Kodambakkam,street,6.2,0.8,12.76,1399.8,3.6,7.8,600,RCC_Hume_NP2,0.337,560.0,78.5,1,0.591,0.138,299.0088,49.8,0.242,1,29.8,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_04998,13.031675,80.232955,9,Teynampet,street,5.26,0.72,10.77,1338.8,3.6,7.8,600,RCC_Hume_NP2,0.319,540.0,78.5,0,0.383,0.197,299.0088,49.8,0.242,1,19.4,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_04999,13.107416,80.212219,8,Annanagar,street_limited,10.33,0.93,13.07,1315.7,3.6,12.5,600,RCC_Hume_NP2,0.363,430.0,78.5,0,0.337,0.241,299.0088,49.8,0.242,1,17.2,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05000,13.015058,80.20973,12,Alandur,street,9.67,0.62,13.35,600.4,3.6,12.5,600,RCC_Hume_NP2,0.296,330.0,71.0,0,0.332,0.198,299.0088,49.8,0.242,1,16.6,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05001,13.021175,80.223286,10,Kodambakkam,path,6.45,0.58,11.85,953.3,3.6,7.8,600,RCC_Hume_NP2,0.287,560.0,78.5,1,0.591,0.117,299.0088,49.8,0.242,1,29.8,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05002,13.024878,80.274758,13,Adyar,main,5.29,0.51,6.13,1125.8,3.6,7.8,600,RCC_Hume_NP2,0.269,450.0,71.0,0,0.383,0.166,299.0088,49.8,0.242,1,24.6,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05003,12.933454,80.164774,15,Sholinganallur,street,1.1,0.34,18.34,665.5,4.7,4.2,600,RCC_Hume_NP2,0.219,290.0,71.0,0,0.316,0.15,299.0088,49.8,0.242,1,123.3,Catastrophic (>100 cm),Impasse / Completely Submerged
CHN_SEG_05004,13.113374,80.227301,6,Thiru-Vi-Ka Nagar,main,6.15,0.69,11.4,1117.4,3.6,12.5,600,RCC_Hume_NP2,0.313,420.0,71.0,0,0.37,0.197,299.0088,49.8,0.242,1,20.1,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05005,13.017627,80.174826,11,Valasaravakkam,street,12.09,0.66,17.22,757.5,3.6,12.5,600,RCC_Hume_NP2,0.306,310.0,71.0,0,0.324,0.207,299.0088,49.8,0.242,1,22.1,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05006,12.966341,80.211691,14,Perungudi,street,1.22,0.5,13.13,1277.3,4.7,4.2,600,RCC_Hume_NP2,0.266,370.0,71.0,0,0.349,0.173,299.0088,49.8,0.242,1,121.1,Catastrophic (>100 cm),Impasse / Completely Submerged
CHN_SEG_05007,13.043032,80.176511,11,Valasaravakkam,street,9.25,0.92,17.04,1348.9,3.6,12.5,600,RCC_Hume_NP2,0.361,310.0,71.0,0,0.324,0.244,299.0088,49.8,0.242,1,18.9,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05008,12.941007,80.191472,15,Sholinganallur,street_limited,3.31,0.24,15.38,164.5,4.7,4.2,600,RCC_Hume_NP2,0.184,290.0,71.0,0,0.316,0.126,299.0088,49.8,0.242,1,61.4,Severe (45-100 cm),Only Heavy Rescue Trucks
CHN_SEG_05009,12.986192,80.251302,13,Adyar,main,5.91,0.52,8.74,1178.1,3.6,7.8,600,RCC_Hume_NP2,0.271,450.0,71.0,0,0.383,0.167,299.0088,49.8,0.242,1,24.6,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05010,12.945759,80.133408,12,Alandur,street,7.13,0.7,21.82,167.4,3.6,12.5,600,RCC_Hume_NP2,0.315,330.0,71.0,0,0.332,0.21,299.0088,49.8,0.242,1,22.6,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05011,13.069205,80.19265,8,Annanagar,street,12.69,0.95,15.25,40.0,3.6,12.5,600,RCC_Hume_NP2,0.367,430.0,78.5,0,0.337,0.243,299.0088,49.8,0.242,1,21.0,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05012,13.180542,80.30229,1,Thiruvottiyur,street,2.09,0.58,3.08,909.8,4.7,4.2,600,RCC_Hume_NP2,0.287,340.0,62.0,0,0.382,0.177,299.0088,49.8,0.242,1,97.9,Severe (45-100 cm),Only Heavy Rescue Trucks
CHN_SEG_05013,13.088217,80.142136,7,Ambattur,main,15.12,1.03,20.85,1146.5,3.6,12.5,600,RCC_Hume_NP2,0.382,390.0,71.0,0,0.357,0.246,299.0088,49.8,0.242,1,15.7,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05014,12.981386,80.243408,14,Perungudi,main,4.33,0.31,9.61,1324.3,4.7,4.2,600,RCC_Hume_NP2,0.21,370.0,71.0,0,0.349,0.137,299.0088,49.8,0.242,1,23.7,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05015,12.959216,80.252192,14,Perungudi,street,1.56,0.55,8.64,997.2,4.7,4.2,600,RCC_Hume_NP2,0.279,370.0,71.0,0,0.349,0.182,299.0088,49.8,0.242,1,111.5,Catastrophic (>100 cm),Impasse / Completely Submerged
CHN_SEG_05016,13.035793,80.183125,11,Valasaravakkam,street,9.86,0.95,16.3,1394.2,3.6,12.5,600,RCC_Hume_NP2,0.367,310.0,71.0,0,0.324,0.248,299.0088,49.8,0.242,1,15.2,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05017,12.895852,80.108139,15,Sholinganallur,street,1.1,0.3,24.63,970.7,4.7,4.2,600,RCC_Hume_NP2,0.206,290.0,71.0,0,0.316,0.141,299.0088,49.8,0.242,1,123.3,Catastrophic (>100 cm),Impasse / Completely Submerged
CHN_SEG_05018,13.037727,80.215089,10,Kodambakkam,street,6.24,0.8,12.76,1400.0,3.6,7.8,600,RCC_Hume_NP2,0.337,560.0,78.5,1,0.591,0.138,299.0088,49.8,0.242,1,29.8,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05019,12.979893,80.24959,14,Perungudi,street_limited,4.46,0.28,8.93,1354.5,4.7,4.2,600,RCC_Hume_NP2,0.199,370.0,71.0,0,0.349,0.13,299.0088,49.8,0.242,1,23.7,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05020,13.058795,80.221746,10,Kodambakkam,street_limited,9.57,0.54,12.02,685.3,3.6,7.8,600,RCC_Hume_NP2,0.277,560.0,78.5,0,0.391,0.169,299.0088,49.8,0.242,1,24.8,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05021,12.95352,80.18375,12,Alandur,street,10.7,0.82,16.23,680.9,3.6,12.5,600,RCC_Hume_NP2,0.341,330.0,71.0,0,0.332,0.228,299.0088,49.8,0.242,1,22.8,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05022,13.018053,80.161035,11,Valasaravakkam,street,11.36,0.65,18.76,782.4,3.6,12.5,600,RCC_Hume_NP2,0.303,310.0,71.0,0,0.324,0.205,299.0088,49.8,0.242,1,17.8,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05023,12.973275,80.266062,14,Perungudi,street,4.55,0.38,7.1,1396.1,4.7,4.2,600,RCC_Hume_NP2,0.232,370.0,71.0,0,0.349,0.151,299.0088,49.8,0.242,1,23.7,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05024,13.123982,80.267237,4,Tondiarpet,street_limited,1.96,0.59,6.97,537.1,4.7,4.2,600,RCC_Hume_NP2,0.289,410.0,62.0,0,0.411,0.17,299.0088,49.8,0.242,1,102.5,Catastrophic (>100 cm),Impasse / Completely Submerged
CHN_SEG_05025,13.043648,80.176109,11,Valasaravakkam,street,9.19,0.92,17.08,1336.7,3.6,12.5,600,RCC_Hume_NP2,0.361,310.0,71.0,0,0.324,0.244,299.0088,49.8,0.242,1,19.3,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05026,12.951112,80.198258,14,Perungudi,street,4.42,0.49,14.62,529.0,4.7,4.2,600,RCC_Hume_NP2,0.263,370.0,71.0,0,0.349,0.171,299.0088,49.8,0.242,1,23.7,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05027,13.073275,80.243968,10,Kodambakkam,street_limited,6.5,0.79,9.55,295.2,3.6,7.8,600,RCC_Hume_NP2,0.334,560.0,78.5,0,0.391,0.203,299.0088,49.8,0.242,1,19.8,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05028,13.015147,80.173681,11,Valasaravakkam,service,11.82,0.72,17.35,606.0,3.6,12.5,600,RCC_Hume_NP2,0.319,310.0,71.0,0,0.324,0.216,299.0088,49.8,0.242,1,20.5,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05029,12.933831,80.211009,15,Sholinganallur,street,3.64,0.33,13.21,642.2,4.7,4.2,600,RCC_Hume_NP2,0.216,290.0,71.0,0,0.316,0.148,299.0088,49.8,0.242,1,22.9,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05030,12.981158,80.263726,13,Adyar,street,5.83,0.41,7.36,1329.4,3.6,7.8,600,RCC_Hume_NP2,0.241,450.0,71.0,0,0.383,0.149,299.0088,49.8,0.242,1,24.6,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05031,13.020959,80.169368,11,Valasaravakkam,street,12.12,0.72,17.83,942.2,3.6,12.5,600,RCC_Hume_NP2,0.319,310.0,71.0,0,0.324,0.216,299.0088,49.8,0.242,1,22.3,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05032,13.094811,80.186671,8,Annanagar,street,11.02,0.74,15.91,1344.9,3.6,12.5,600,RCC_Hume_NP2,0.324,430.0,78.5,0,0.337,0.215,299.0088,49.8,0.242,1,13.1,Minor (1-15 cm),All Vehicles Safe (Caution)
CHN_SEG_05033,13.017352,80.15971,11,Valasaravakkam,main,11.15,0.66,18.9,741.2,3.6,12.5,600,RCC_Hume_NP2,0.306,310.0,71.0,0,0.324,0.207,299.0088,49.8,0.242,1,16.5,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05034,13.036225,80.232982,9,Teynampet,street,5.96,0.75,10.77,1396.6,3.6,7.8,600,RCC_Hume_NP2,0.326,540.0,78.5,0,0.383,0.201,299.0088,49.8,0.242,1,15.2,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05035,12.996254,79.990352,11,Valasaravakkam,street,11.59,0.95,37.7,667.5,3.6,12.5,600,RCC_Hume_NP2,0.367,310.0,71.0,0,0.324,0.248,299.0088,49.8,0.242,1,19.2,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05036,12.933138,80.214856,15,Sholinganallur,street,3.76,0.34,12.78,684.9,4.7,4.2,600,RCC_Hume_NP2,0.219,290.0,71.0,0,0.316,0.15,299.0088,49.8,0.242,1,22.9,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05037,13.105331,80.203108,8,Annanagar,street_limited,9.54,0.89,14.09,1358.4,3.6,12.5,600,RCC_Hume_NP2,0.355,430.0,78.5,0,0.337,0.235,299.0088,49.8,0.242,1,21.9,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05038,12.999798,80.205986,12,Alandur,street_limited,10.4,0.85,13.77,440.1,3.6,12.5,600,RCC_Hume_NP2,0.347,330.0,71.0,0,0.332,0.232,299.0088,49.8,0.242,1,21.0,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05039,12.980013,80.241436,14,Perungudi,street,4.07,0.28,9.83,1352.3,4.7,4.2,600,RCC_Hume_NP2,0.199,370.0,71.0,0,0.349,0.13,299.0088,49.8,0.242,1,23.7,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05040,12.996675,80.213909,12,Alandur,street,10.48,0.85,12.89,641.4,3.6,12.5,600,RCC_Hume_NP2,0.347,330.0,71.0,0,0.332,0.232,299.0088,49.8,0.242,1,21.5,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05041,12.929781,80.140838,12,Alandur,street,8.63,0.76,21.0,879.3,3.6,12.5,600,RCC_Hume_NP2,0.328,330.0,71.0,0,0.332,0.219,299.0088,49.8,0.242,1,13.6,Minor (1-15 cm),All Vehicles Safe (Caution)
CHN_SEG_05042,12.97482,80.220735,14,Perungudi,street,1.54,0.34,12.13,1400.0,4.7,4.2,600,RCC_Hume_NP2,0.219,370.0,71.0,0,0.349,0.143,299.0088,49.8,0.242,1,112.1,Catastrophic (>100 cm),Impasse / Completely Submerged
CHN_SEG_05043,12.970293,80.253227,14,Perungudi,street,3.5,0.44,8.52,1365.0,4.7,4.2,600,RCC_Hume_NP2,0.25,370.0,71.0,0,0.349,0.163,299.0088,49.8,0.242,1,23.7,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05044,13.037455,80.272209,9,Teynampet,street_limited,8.26,0.75,6.41,1400.0,3.6,7.8,600,RCC_Hume_NP2,0.326,540.0,78.5,0,0.383,0.201,299.0088,49.8,0.242,1,22.6,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05045,13.076134,80.215642,8,Annanagar,street_limited,11.77,1.0,12.69,487.2,3.6,12.5,600,RCC_Hume_NP2,0.376,430.0,78.5,0,0.337,0.249,299.0088,49.8,0.242,1,15.4,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05046,13.125477,80.257047,6,Thiru-Vi-Ka Nagar,street_limited,4.1,0.62,8.1,439.1,3.6,12.5,600,RCC_Hume_NP2,0.296,420.0,71.0,0,0.37,0.186,299.0088,49.8,0.242,1,24.2,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05047,13.058129,80.189884,11,Valasaravakkam,street,9.92,0.67,15.55,725.6,3.6,12.5,600,RCC_Hume_NP2,0.308,310.0,71.0,0,0.324,0.208,299.0088,49.8,0.242,1,14.9,Minor (1-15 cm),All Vehicles Safe (Caution)
CHN_SEG_05048,13.093829,80.283158,5,Royapuram,street_limited,4.29,0.31,5.2,1324.2,3.6,4.2,600,RCC_Hume_NP2,0.21,480.0,62.0,1,0.64,0.076,299.0088,49.8,0.242,1,31.0,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05049,13.020781,80.24587,13,Adyar,street,2.52,0.42,9.34,933.0,3.6,7.8,600,RCC_Hume_NP2,0.244,450.0,71.0,0,0.383,0.151,299.0088,49.8,0.242,1,85.8,Severe (45-100 cm),Only Heavy Rescue Trucks
CHN_SEG_05050,12.968121,80.261014,14,Perungudi,street,3.77,0.47,7.66,1323.2,4.7,4.2,600,RCC_Hume_NP2,0.258,370.0,71.0,0,0.349,0.168,299.0088,49.8,0.242,1,23.7,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05051,12.957203,80.172713,12,Alandur,street,10.66,0.85,17.46,893.4,3.6,12.5,600,RCC_Hume_NP2,0.347,330.0,71.0,0,0.332,0.232,299.0088,49.8,0.242,1,22.5,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05052,13.101815,80.159366,7,Ambattur,main,15.47,0.97,18.94,1396.7,3.6,12.5,600,RCC_Hume_NP2,0.371,390.0,71.0,0,0.357,0.239,299.0088,49.8,0.242,1,17.8,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05053,13.0386,80.171187,11,Valasaravakkam,street,10.42,0.95,17.63,1398.3,3.6,12.5,600,RCC_Hume_NP2,0.367,310.0,71.0,0,0.324,0.248,299.0088,49.8,0.242,1,12.1,Minor (1-15 cm),All Vehicles Safe (Caution)
CHN_SEG_05054,13.100681,80.28473,5,Royapuram,street_limited,3.65,0.35,5.02,1399.9,3.6,4.2,600,RCC_Hume_NP2,0.223,480.0,62.0,0,0.44,0.125,299.0088,49.8,0.242,1,26.0,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05055,13.123241,80.110692,7,Ambattur,main,15.86,1.1,24.34,584.7,3.6,12.5,600,RCC_Hume_NP2,0.395,390.0,71.0,0,0.357,0.254,299.0088,49.8,0.242,1,20.2,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05056,12.984195,80.245167,14,Perungudi,service,4.57,0.38,9.42,1247.6,4.7,4.2,600,RCC_Hume_NP2,0.232,370.0,71.0,0,0.349,0.151,299.0088,49.8,0.242,1,23.7,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05057,13.049467,80.156421,11,Valasaravakkam,street,9.81,0.82,19.27,1161.1,3.6,12.5,600,RCC_Hume_NP2,0.341,310.0,71.0,0,0.324,0.231,299.0088,49.8,0.242,1,15.5,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05058,13.027144,80.209682,10,Kodambakkam,street,6.55,0.7,13.36,1212.7,3.6,7.8,600,RCC_Hume_NP2,0.315,560.0,78.5,0,0.391,0.192,299.0088,49.8,0.242,1,24.8,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05059,13.057907,80.24396,9,Teynampet,street_limited,7.7,0.47,9.55,738.8,3.6,7.8,600,RCC_Hume_NP2,0.258,540.0,78.5,0,0.383,0.159,299.0088,49.8,0.242,1,24.6,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05060,12.917594,80.096892,12,Alandur,street,8.68,0.85,25.87,1344.5,3.6,12.5,600,RCC_Hume_NP2,0.347,330.0,71.0,0,0.332,0.232,299.0088,49.8,0.242,1,13.3,Minor (1-15 cm),All Vehicles Safe (Caution)
CHN_SEG_05061,13.049543,80.193795,11,Valasaravakkam,street,8.96,0.82,15.12,1158.1,3.6,12.5,600,RCC_Hume_NP2,0.341,310.0,71.0,0,0.324,0.231,299.0088,49.8,0.242,1,20.7,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05062,13.029532,80.206806,10,Kodambakkam,street,6.44,0.74,13.67,1287.4,3.6,7.8,600,RCC_Hume_NP2,0.324,560.0,78.5,0,0.391,0.197,299.0088,49.8,0.242,1,20.2,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05063,13.304429,80.145092,3,Madhavaram,main,6.96,0.84,20.52,1000.6,3.6,12.5,600,RCC_Hume_NP2,0.345,280.0,71.0,0,0.312,0.237,299.0088,49.8,0.242,1,13.4,Minor (1-15 cm),All Vehicles Safe (Caution)
CHN_SEG_05064,13.050599,80.237942,9,Teynampet,street,8.27,0.6,10.22,1115.0,3.6,7.8,600,RCC_Hume_NP2,0.291,540.0,78.5,0,0.383,0.18,299.0088,49.8,0.242,1,24.6,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05065,13.064753,80.19667,8,Annanagar,street,12.41,0.87,14.8,296.8,3.6,12.5,600,RCC_Hume_NP2,0.351,430.0,78.5,0,0.337,0.233,299.0088,49.8,0.242,1,19.2,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05066,12.978788,80.187999,12,Alandur,street,7.27,0.55,15.76,1371.9,3.6,12.5,600,RCC_Hume_NP2,0.279,330.0,71.0,0,0.332,0.186,299.0088,49.8,0.242,1,23.3,Moderate (15-45 cm),Cars Disrupted (Buses/Trucks Only)
CHN_SEG_05067,13.122005,80.25371,6,Thiru-Vi-Ka Nagar,street_limited,5.0,0.67,8.47,662.1,3.6,12.5,600,RCC_Hume_NP2,0.308,420.0,71.0,0,0.37,0.194,299.0088,49.8,0.242,1,13.2,Minor (1-15 cm),All Vehicles Safe (Caution)
